HASILHASILHASILHASILHASILHASILHASILHASIL
0;245;137;66;5;139;96;58;169
245;0;156;207;244;158;333;221;80
137;156;0;167;134;2;193;101;80
66;207;167;0;61;167;148;94;153
5;244;134;61;0;134;91;53;168
139;158;2;167;134;0;191;99;82
96;333;193;148;91;191;0;114;257
58;221;101;94;53;99;114;0;157
169;80;80;153;168;82;257;157;0
