HASILHASILHASILHASILHASILHASILHASILHASIL
0;171;110;31;3;110;72;29;134
171;0;61;161;171;61;243;142;37
110;61;0;100;110;2;182;81;39
31;161;100;0;31;100;82;45;124
3;171;110;31;0;110;72;29;134
110;61;2;100;110;0;182;81;39
72;243;182;82;72;182;0;101;206
29;142;81;45;29;81;101;0;105
134;37;39;124;134;39;206;105;0
